1154,"42,984",,7,3
1155,"42,984",3,8,
1156,"42,985",5,,7
1157,"42,985",,5,6
1158,"42,985",6,9,
1159,"42,986",4,3,
1160,"42,986",6,,5
1161,"42,986",,5,7
1162,"42,989",,2,4
1163,"42,989",6,,7
1164,"42,989",4,8,
1165,"42,990",5,6,
1166,"42,990",,5,7
1167,"42,990",2,,3
1168,"42,991",7,9,
1169,"42,991",,5,11
1170,"42,991",1,,4
1171,"42,992",5,8,
1172,"42,992",,4,6
1173,"42,992",7,,5
1174,"42,993",,11,8
1175,"42,993",3,9,
1176,"42,993",5,,4
1177,"42,996",5,,6
1178,"42,996",,5,7
1179,"42,996",4,8,
1180,"42,997",4,6,
1181,"42,997",,6,3
1182,"42,997",4,,7
1183,"42,998",3,,5
1184,"42,998",,3,2
1185,"42,998",3,4,
1186,"42,999",5,,6
1187,"42,999",,8,4
1188,"42,999",3,5,
1189,"43,000",5,,7
1190,"43,000",,4,7
1191,"43,000",9,10,
1192,"43,003",5,9,
1193,"43,003",,8,7
1194,"43,003",6,,7
1195,"43,004",2,,6
1196,"43,004",,6,2
1197,"43,004",10,7,
1198,"43,005",,4,3
1199,"43,005",4,5,
1200,"43,005",10,,4
1201,"43,006",7,,0
1202,"43,006",4,7,
1203,"43,006",,3,5
1204,"43,007",4,5,
1205,"43,007",,4,5
1206,"43,007",3,,4
1207,"43,010",1,7,
1208,"43,010",,7,2
1209,"43,010",8,,7
1210,"43,011",3,,4
1211,"43,011",,8,2
1212,"43,011",7,4,
1213,"43,012",,7,6
1214,"43,012",6,8,
1215,"43,012",8,,5
1216,"43,013",5,,6
1217,"43,013",,3,6
1218,"43,013",5,4,
1219,"43,014",2,7,
1220,"43,014",,2,1
1221,"43,014",3,,2
1222,"43,017",4,,3
1223,"43,017",4,9,
1224,"43,017",,9,5
1225,"43,018",8,,6
1226,"43,018",4,13,
1227,"43,018",,9,2
1228,"43,019",2,,5
1229,"43,019",,2,3
1230,"43,019",6,7,
1231,"43,020",6,8,
1232,"43,020",,8,3
1233,"43,020",1,,4
1234,"43,021",6,,3
1235,"43,021",6,4,
1236,"43,021",,7,6
1237,"43,024",,6,5
1238,"43,024",5,8,
1239,"43,024",1,,4
1240,"43,025",1,,5
1241,"43,025",,8,1
1242,"43,025",4,2,
1243,"43,026",,17,2
1244,"43,026",5,4,
1245,"43,026",6,,3
1246,"43,027",,6,4
1247,"43,027",6,8,
1248,"43,027",3,,6
1249,"43,028",5,,2
1250,"43,028",6,4,
1251,"43,028",,3,5
1252,"43,031",,5,4
1253,"43,031",8,4,
1254,"43,031",7,,8
1255,"43,032",6,7,
1256,"43,032",,5,6
1257,"43,032",6,,9
1258,"43,033",4,6,
1259,"43,033",,3,2
1260,"43,033",2,,6
1261,"43,034",4,,5
1262,"43,034",,4,3
1263,"43,034",1,6,
1264,"43,035",6,,5
1265,"43,035",4,8,
1266,"43,035",,3,8
1267,"43,038",5,4,
1268,"43,038",6,,9
1269,"43,038",,8,7
1270,"43,039",3,,5
1271,"43,039",,4,3
1272,"43,039",3,6,
1273,"43,040",6,,7
1274,"43,040",,9,4
1275,"43,040",4,5,
1276,"43,041",9,,6
1277,"43,041",1,9,
1278,"43,041",,8,3
1279,"43,042",5,,4
1280,"43,042",10,6,
1281,"43,042",,3,7
1282,"43,045",,3,6
1283,"43,045",5,,4
1284,"43,045",6,9,
1285,"43,046",8,,5
1286,"43,046",4,6,
1287,"43,046",,6,10
1288,"43,047",3,2,
1289,"43,047",8,,7
1290,"43,047",,5,3
1291,"43,048",,6,4
1292,"43,048",7,6,
1293,"43,048",5,,4
1294,"43,049",,7,5
1295,"43,049",3,1,
1296,"43,049",5,,4
1297,"43,052",,8,3
1298,"43,052",6,5,
1299,"43,052",9,,8
1300,"43,053",,4,8
1301,"43,053",3,,4
1302,"43,053",8,10,
1303,"43,054",4,8,
1304,"43,054",,6,2
1305,"43,054",5,,6
1306,"43,055",6,,11
1307,"43,055",,4,5
1308,"43,055",2,5,
1309,"43,056",2,7,
1310,"43,056",,7,3
1311,"43,056",1,,3
1312,"43,059",5,,7
1313,"43,059",,3,4
1314,"43,059",4,9,
1315,"43,060",8,6,
1316,"43,060",6,,7
1317,"43,060",,3,2
1318,"43,061",6,,5
1319,"43,061",1,7,
1320,"43,061",,9,4
1321,"43,062",9,,4
1322,"43,062",6,2,
1323,"43,062",,6,4
1324,"43,063",,11,7
1325,"43,063",3,4,
1326,"43,063",8,,5
1327,"43,066",6,,4
1328,"43,066",4,8,
1329,"43,066",,3,7
1330,"43,067",5,4,
1331,"43,067",4,,3
1332,"43,067",,6,1
1333,"43,068",,2,6
1334,"43,068",4,,5
1335,"43,068",4,6,
1336,"43,069",5,4,
1337,"43,069",10,,2
1338,"43,069",,7,4
1339,"43,070",,8,4
1340,"43,070",7,2,
1341,"43,070",8,,7
1342,"43,073",,6,5
1343,"43,073",8,4,
1344,"43,073",6,,5
1345,"43,074",,5,4
1346,"43,074",3,2,
1347,"43,074",8,,5
1348,"43,075",,4,6
1349,"43,075",7,,6
1350,"43,075",5,6,
1351,"43,076",5,,8
1352,"43,076",,6,3
1353,"43,076",1,5,
1354,"43,077",6,,4
1355,"43,077",6,7,
1356,"43,077",,8,4
1357,"43,080",4,,5
1358,"43,080",,6,2
1359,"43,080",2,5,
1360,"43,081",1,,5
1361,"43,081",,6,4
1362,"43,081",0,6,
1363,"43,082",2,,9
1364,"43,082",,4,7
1365,"43,082",5,6,
1366,"43,083",5,6,
1367,"43,083",,3,4
1368,"43,083",5,,3
1369,"43,084",,8,2
1370,"43,084",1,7,
1371,"43,084",7,,8
1372,"43,087",8,,7
1373,"43,087",7,8,
1374,"43,087",,7,6
1375,"43,088",10,,6
1376,"43,088",3,8,
1377,"43,088",,6,2
1378,"43,089",7,,3
1379,"43,089",3,6,
1380,"43,089",,5,6
1381,"43,090",4,3,
1382,"43,090",9,,4
1383,"43,090",,4,2
1384,"43,091",,8,9
1385,"43,091",4,,7
1386,"43,091",4,10,
1387,"43,094",4,5,
1388,"43,094",,9,6
1389,"43,094",4,,3
1390,"43,095",6,,7
1391,"43,095",,2,6
1392,"43,095",5,6,
1393,"43,096",8,11,
1394,"43,096",,5,1
1395,"43,096",1,,4
1396,"43,097",6,,2
1397,"43,097",8,5,
1398,"43,097",,9,5
1399,"43,098",,9,3
1400,"43,098",2,7,
1401,"43,098",1,,4
1402,"43,101",9,,6
1403,"43,101",8,2,
1404,"43,101",,5,2
1405,"43,102",,12,5
1406,"43,102",2,6,
1407,"43,102",5,,6
1408,"43,103",4,,8
1409,"43,103",,5,7
1410,"43,103",5,3,
1411,"43,104",3,6,
1412,"43,104",,6,3
1413,"43,104",4,,3
1414,"43,105",8,,6
1415,"43,105",5,6,
1416,"43,105",,9,2
1417,"43,108",6,,3
1418,"43,108",5,2,
1419,"43,108",,7,3
1420,"43,109",,7,4
1421,"43,109",6,7,
1422,"43,109",6,,3
1423,"43,110",3,,2
1424,"43,110",4,7,
1425,"43,110",,10,3
1426,"43,111",5,,4
1427,"43,111",3,5,
1428,"43,111",,5,6
1429,"43,112",4,8,
1430,"43,112",,1,4
1431,"43,112",8,,7
1432,"43,115",,6,3
1433,"43,115",7,5,
1434,"43,115",6,,7
1435,"43,116",4,2,
1436,"43,116",4,,9
1437,"43,116",,4,5
1438,"43,117",7,1,
1439,"43,117",9,,2
1440,"43,117",,6,2
1441,"43,118",,6,1
1442,"43,118",5,0,
1443,"43,118",5,,7
1444,"43,119",4,7,
1445,"43,119",,4,6
1446,"43,119",10,,3
1447,"43,122",,7,2
1448,"43,122",4,7,
1449,"43,122",8,,3
1450,"43,123",7,,3
1451,"43,123",9,8,
1452,"43,123",,5,6
1453,"43,124",,6,5
1454,"43,124",7,9,
1455,"43,124",4,,7
1456,"43,125",7,,6
1457,"43,125",7,5,
1458,"43,125",,6,5
1459,"43,126",,1,4
1460,"43,126",7,,6
1461,"43,126",5,7,
1462,"43,129",2,,3
1463,"43,129",,7,4
1464,"43,129",3,6,
1465,"43,130",4,,3
1466,"43,130",8,9,
1467,"43,130",,6,8
1468,"43,131",3,4,
1469,"43,131",,7,3
1470,"43,131",3,,7
1471,"43,132",6,,4
1472,"43,132",1,5,
1473,"43,132",,10,4
1474,"43,133",7,,5
1475,"43,133",5,10,
1476,"43,133",,7,6
1477,"43,136",7,,3
1478,"43,136",3,4,
1479,"43,136",,6,2
1480,"43,137",4,,5
1481,"43,137",,5,4
1482,"43,137",4,6,
1483,"43,138",7,,5
1484,"43,138",3,8,
1485,"43,138",,5,1
1486,"43,139",3,,1
1487,"43,139",10,5,
1488,"43,139",,3,2
1489,"43,140",,9,5
1490,"43,140",7,10,
1491,"43,140",5,,4
1492,"43,143",5,,2
1493,"43,143",3,9,
1494,"43,143",,3,4
1495,"43,144",5,7,
1496,"43,144",,10,4
1497,"43,144",6,,4
1498,"43,145",6,,4
1499,"43,145",7,8,
1500,"43,145",,2,3
1501,"43,146",2,10,
1502,"43,146",,3,6
1503,"43,146",4,,6
1504,"43,147",3,6,
1505,"43,147",,7,6
1506,"43,147",4,,8
1507,"43,150",6,,8
1508,"43,150",,5,7
1509,"43,150",7,9,
1510,"43,151",6,7,
1511,"43,151",,6,3
1512,"43,151",8,,6
1513,"43,152",4,,6
1514,"43,152",,8,3
1515,"43,152",3,10,
1516,"43,153",8,,4
1517,"43,153",6,5,
1518,"43,153",,6,4
1519,"43,154",,9,8
1520,"43,154",5,4,
1521,"43,154",1,,3
1522,"43,157",2,7,
1523,"43,157",,9,6
1524,"43,157",5,,6
1525,"43,158",6,,9
1526,"43,158",,6,1
1527,"43,158",2,3,
1528,"43,159",6,,7
1529,"43,159",,7,4
1530,"43,159",6,5,
1531,"43,160",,8,5
1532,"43,160",3,7,
1533,"43,160",2,,4
1534,"43,161",11,,8
1535,"43,161",2,3,
1536,"43,161",,4,3
1537,"43,164",7,,6
1538,"43,164",1,3,
1539,"43,164",,3,2
1540,"43,165",4,,2
1541,"43,165",3,4,
1542,"43,165",,6,4
1543,"43,166",4,,9
1544,"43,166",,7,6
1545,"43,166",5,6,
1546,"43,167",6,,5
1547,"43,167",1,2,
1548,"43,167",,3,4
1549,"43,168",4,13,
1550,"43,168",,7,3
1551,"43,168",5,,7
1552,"43,171",6,,5
1553,"43,171",5,3,
1554,"43,171",,6,3
1555,"43,172",,3,4
1556,"43,172",7,,3
1557,"43,172",1,6,
1558,"43,173",3,,7
1559,"43,173",,4,8
1560,"43,173",7,8,
1561,"43,174",6,8,
1562,"43,174",,11,2
1563,"43,174",2,,8
1564,"43,175",2,,7
1565,"43,175",,8,5
1566,"43,175",4,5,
1567,"43,178",5,,7
1568,"43,178",,3,4
1569,"43,178",6,9,
1570,"43,179",2,6,
1571,"43,179",,5,2
1572,"43,179",8,,5
1573,"43,180",5,,6
1574,"43,180",,3,7
1575,"43,180",5,4,
1576,"43,181",2,9,
1577,"43,181",,7,2
1578,"43,181",4,,8
1579,"43,182",7,,10
1580,"43,182",,11,4
1581,"43,182",5,8,
1582,"43,185",10,,5
1583,"43,185",7,4,
1584,"43,185",,6,7
1585,"43,186",,5,3
1586,"43,186",3,5,
1587,"43,186",5,,1
1588,"43,187",5,,7
1589,"43,187",,11,2
1590,"43,187",6,5,
1591,"43,188",,3,10
1592,"43,188",4,,3
1593,"43,188",4,7,
1594,"43,189",3,,6
1595,"43,189",,6,5
1596,"43,189",4,5,
1597,"43,192",7,,5
1598,"43,192",5,7,
1599,"43,192",,3,6
1600,"43,193",5,7,
1601,"43,193",,8,5
1602,"43,193",5,,9
1603,"43,194",7,,6
1604,"43,194",4,8,
1605,"43,194",,8,4
1606,"43,195",3,,4
1607,"43,195",,9,0
1608,"43,195",4,2,
1609,"43,196",,5,7
1610,"43,196",4,,2
1611,"43,196",4,9,
1612,"43,199",9,,11
1613,"43,199",,2,7
1614,"43,199",3,4,
1615,"43,200",7,5,
1616,"43,200",6,,9
1617,"43,200",,4,6
1618,"43,201",6,5,
1619,"43,201",3,,8
1620,"43,201",,9,5
1621,"43,202",5,,6
1622,"43,202",,7,10
1623,"43,202",4,5,
1624,"43,203",2,7,
1625,"43,203",,4,2
1626,"43,203",2,,8
1627,"43,206",4,,3
1628,"43,206",11,6,
1629,"43,206",,4,7
1630,"43,207",,5,3
1631,"43,207",4,5,
1632,"43,207",7,,6
1633,"43,208",10,,4
1634,"43,208",4,1,
1635,"43,208",,4,3
1636,"43,209",,7,3
1637,"43,209",3,6,
1638,"43,209",6,,1
1639,"43,210",10,,8
1640,"43,210",7,4,
1641,"43,210",,8,1
1642,"43,213",,5,6
1643,"43,213",7,,6
1644,"43,213",6,5,
1645,"43,214",,8,7
1646,"43,214",1,5,
1647,"43,214",11,,7
1648,"43,215",4,,3
1649,"43,215",6,9,
1650,"43,215",,9,3
1651,"43,216",6,,4
1652,"43,216",8,4,
1653,"43,216",,4,5
1654,"43,217",,5,6
1655,"43,217",8,,5
1656,"43,217",3,5,
1657,"43,220",4,,7
1658,"43,220",,7,3
1659,"43,220",3,6,
1660,"43,221",5,,2
1661,"43,221",4,5,
1662,"43,221",,9,8
1663,"43,222",8,,5
1664,"43,222",6,9,
1665,"43,222",,3,2
1666,"43,223",5,,9
1667,"43,223",,5,6
1668,"43,223",4,6,
1669,"43,224",7,5,
1670,"43,224",5,,6
1671,"43,224",,5,1
1672,"43,227",5,,3
1673,"43,227",2,3,
1674,"43,227",,6,4
1675,"43,228",3,,9
1676,"43,228",,5,3
1677,"43,228",6,5,
1678,"43,229",,4,3
1679,"43,229",8,14,
1680,"43,229",9,,7
1681,"43,230",4,,5
1682,"43,230",,8,1
1683,"43,230",8,3,
1684,"43,231",,6,5
1685,"43,231",6,7,
1686,"43,231",5,,6
1687,"43,234",4,,7
1688,"43,234",,6,5
1689,"43,234",5,8,
1690,"43,235",7,,11
1691,"43,235",,6,8
1692,"43,235",4,2,
1693,"43,236",8,6,
1694,"43,236",4,,5
1695,"43,236",,2,5
1696,"43,237",4,6,
1697,"43,237",,10,3
1698,"43,237",7,,6
1699,"43,238",4,,8
1700,"43,238",,8,2
1701,"43,238",7,9,
